script|job.kelp-urchin-barren-predict.GetSync:12, , , "This time, we already have them on hand!", "Pero esta vez, ¡ya las tenemos a mano!"
script|job.kelp-urchin-barren-predict.GetSync:13, , , "Use the {h}Visualize{/h} tab to {h}Import New Facts{/h}, then return here.", "Utiliza la ficha {h}Visualizar{/h} para {h}Importar nuevos hechos{/h}, y luego vuelve aquí."
script|job.kelp-urchin-barren-predict.ModelHelp2:0, player, , "{@player} \tWhat should I do next?", "{@player} \t¿Qué debo hacer ahora?"
script|job.kelp-urchin-barren-predict.ModelHelp2:1, guide, , "{@guide}\tRun the simulation with the {h}Simulate{/h} button!", "{@guide}\tEjecuta la simulación con el botón {h}Simular{/h}."
script|job.kelp-urchin-barren-predict.ModelSynced:0, guide, , "{@guide}   Ah! Look at all this wonderful data!", "{@guide}   ¡Ah! ¡Mira qué datos tan maravillosos!"
script|job.kelp-urchin-barren-predict.ModelSynced:1, player, , "{@player}  Aww, {nameof @guide}. Now I know what to get you for your birthday.", "{@player}  Que lindo, {nameof @guide}. Ahora ya sé qué regalarte por tu cumpleaños."
script|job.kelp-urchin-barren-predict.ModelSynced:2, player, , "{@player}  So what next?", "{@player} ¿Y ahora qué?"
script|job.kelp-urchin-barren-predict.ModelSynced:3, guide, , "{@guide}   The model's output is lining up with actual past population data.", "{@guide}   Los resultados del modelo coinciden con los datos reales de la población en el pasado."
script|job.kelp-urchin-barren-predict.ModelSynced:4, , , "That means you've created a useful model!", "Eso significa que has creado un modelo útil."
script|job.kelp-urchin-barren-predict.ModelSynced:5, , , "Now you must see what it predicts will happen next. Use the {h}Predict{/h} tab!", "Ahora averigua lo qué predice que ocurrirá después. ¡Usa la ficha {h}Predecir{/h}!"
script|job.kelp-urchin-barren-predict.ModelHelp3:0, player, , "{@player} \tWhat should I do next?", "{@player} \t¿Qué debo hacer ahora?"
script|job.kelp-urchin-barren-predict.ModelHelp3:1, guide, , "{@guide}\tUse the {h}Run Prediction{/h} button to create your simulation!", "{@guide}\tUsa el botón {h}Ejecutar Predicción{/h} para crear tu simulación."
script|job.kelp-urchin-barren-predict.ModelingGraphComplete:0, guide, , "{@guide}   Satisfactory work, O! You just created a Prediction Model.", "{@guide}   ¡Trabajo satisfactorio, Oli! Acabas de crear un Modelo de Predicción."
script|job.kelp-urchin-barren-predict.ModelingGraphComplete:3, guide, , "{@guide}    According to your data, it looks like the {pluralnameof GiantKelp} and {pluralnameof Urchin} will stay at a low level.", "{@guide}    Según tus datos, parece que las {critter-name}Algas Gigantes{/critter-name} y los {pluralnameof Urchin} se mantendrán en un nivel bajo."
script|job.kelp-urchin-barren-predict.ModelingGraphComplete:4, player, , "{@player}   Yeah. And no otters at all.", "{@player} Sí. Y nada de nutrias."
script|job.kelp-urchin-barren-predict.ModelingGraphComplete:5, , , "I think this ecosystem is in trouble, {nameof @guide}.", "Creo que este ecosistema está en problema, {nameof @guide}."
script|job.kelp-urchin-barren-predict.helpReportBack:1, player, , "{@player}   What now, {nameof @guide}?", "{@player}   ¿Y ahora qué, {nameof @guide}?"
script|job.kelp-urchin-barren-predict.helpReportBack:2, guide, , "{@guide}    Report your findings to {nameof @drKelp}!", "{@guide}    ¡Informa de tus hallazgos a {nameof @drKelp}!"
script|job.kelp-urchin-barren-predict.helpReportBack:4, player, , "{@player}   What should I do now?", "{@player}   ¿Qué hago ahora?"
script|job.kelp-urchin-barren-predict.helpReportBack:5, guide, , "{@guide}    Report your findings to {nameof @drKelp}.", "{@guide}    Informa tus hallazgos a {nameof @drKelp}."
script|job.kelp-urchin-barren-predict.helpReportBack:7, player, , "{@player} \tWhat should I do now?", "{@player} \t¿Qué hago ahora?"
script|job.kelp-urchin-barren-predict.helpReportBack:8, guide, , "{@guide}\tYou've completed your task.", "{@guide}\tHas completado tu tarea."
script|job.kelp-urchin-barren-predict.helpReportBack:9, , , "Now you need to report back to your mother at the {map-name}research station{/map-name}!", "Ahora tienes que informar a tu madre en la {map-name}estación de investigación {map-name}."
script|job.kelp-urchin-barren-predict.modelSuggestions:2, guide, , "{@guide}    You're done with this portion! Head to the {h}Describe{/h} tab next.", "{@guide}    ¡Ya terminaste con esta parte! Dirígete a la ficha {h}Describir{/h}."
script|job.kelp-urchin-barren-predict.modelSuggestions:4, guide, , "{@guide}    Once you import your facts and save the Visual model, we should be good to make our Describe model!", "{@guide}    Una vez que haygas importado tus hechos y guardado el modelo Visual, ¡estaremos listos para crear nuestro Modelo de descripción!"
script|job.kelp-urchin-barren-predict.modelSuggestions:8, guide, , "{@guide}    Time to try out your model in the {h}Intervene{/h} tab.", "{@guide}    Es hora de probar tu modelo en la ficha {h}Intervenir{/h}."
script|job.kelp-urchin-barren-predict.modelSuggestions:10, guide, , "{@guide}    Seems like we don't have enough information to complete our model accurately.", "{@guide}    Parece que no tenemos suficiente información para completar nuestro modelo con precisión."
script|job.kelp-urchin-barren-predict.modelSuggestions:11, , , "Look for {h}question marks{/h} in the  Visual model interface, those point to where we may need more data.", "Busca {h}signos de interrogación{/h} en la interfaz del Modelo Visual, esos señalan dónde podemos necesitar más datos."
script|job.kelp-urchin-barren-predict.suggestReproduce:0, guide, , "{@guide}    Did you get all the reproduction rates?", "{@guide}    ¿Conseguiste todas las frecuencias de reproducción?"
script|job.kelp-urchin-barren-predict.suggestObserve:0, guide, , "{@guide}    Are you sure you have observed all the interactions here?", "{@guide}    ¿Estás segura de haber observado todas las interacciones?"
script|job.kelp-urchin-barren-predict.suggestMeasure:0, guide, , "{@guide}    You may need to measure the rates of interactions.", "{@guide}    Puede que tengas que medir las frecuencias de las interacciones."
script|job.kelp-urchin-barren-predict.catchPredictSiteB:0, guide, , "{@guide}   \tHead to the Modeling Lab and generate a Prediction Model.", "{@guide}   \tVayamos al Laboratorio de Modelización y generemos un Modelo de Predicción."
script|job.kelp-urchin-barren-predict.catchReportBack:0, guide, , "{@guide}\tLet's head back to the {m}research station{/m} and tell {nameof @drKelp} what we found.", "{@guide}\tVolvamos a la {m}estación de investigación{/m} y contemosle a tu {nameof @drKelp} lo que hemos encontrado."
script|job.kelp-urchin-barren-predict.argue.hello:0, drKelp, , "{@drKelp}    Perfect timing, Olivia!", "{@drKelp}    ¡Justo a tiempo, Olivia!"
script|job.kelp-urchin-barren-predict.argue.hello:1, , , "I just made some fried kelp chips, if you'd like to help taste-test.", "Acabo de hacer unas patatas fritas de algas, por si quieres probarlas."
script|job.kelp-urchin-barren-predict.argue.hello:2, player, , "{@player}   Um, maybe later, Mom. The job, and everything...", "{@player}   Quizá más tarde, mami. El trabajo y todo eso..."
script|job.kelp-urchin-barren-predict.argue.hello:3, drKelp, , "{@drKelp}   Oh, yes! What did your Prediction Model show about the {nameof GiantKelp} population?", "{@drKelp}   ¡Ah, sí! ¿Qué mostró tu Mo delo de Predicción sobre la población de la {nameof GiantKelp}?"
script|job.kelp-urchin-barren-predict.argue.chooseFacts:4, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.kelp-urchin-barren-predict.argue.chooseFacts:7, , , "Let me get back to you", "Te contestaré después"
script|job.kelp-urchin-barren-predict.argue.unrelated:1, drKelp, , "{@drKelp}    Do you have a model that predicts what's going to happen at Site B?", "{@drKelp}    ¿Tienes un modelo que prediga lo que va a ocurrir en el sitio B?"
script|job.kelp-urchin-barren-predict.argue.unrelated:4, drKelp, , "{@drKelp}  Is something eating the {nameof GiantKelp}?", "{@drKelp}  ¿Algo se está comiendo la {nameof GiantKelp}?"
script|job.kelp-urchin-barren-predict.argue.unrelated:6, drKelp, , "{@drKelp}  That doesn't seem right, Sweetie. Try again.", "{@drKelp}  Eso no parece cierto, cariño. Vuelve a intentarlo."
script|job.kelp-urchin-barren-predict.argue.giveUp:0, drKelp, , "{@drKelp}    Okay, Mija. Get back to me when you're ready.", "{@drKelp}    Vale, Mija. Vuelve a llamarme cuando estés lista."
script|job.kelp-urchin-barren-predict.argue.done:1, drKelp, , "{@drKelp}   Well. That's interesting.", "{@drKelp}   Bien. Qué interesante."
script|job.kelp-urchin-barren-predict.argue.done:2, player, , "{@player}   Interesting?? Mom, Site B is doomed!", "{@player}  ¿Interesante?? Mamá, ¡el Sitio B está condenado!"
script|job.kelp-urchin-barren-predict.argue.done:3, player, , "{@player}  What happened to all the kelp? What if it's contagious?", "{@player}  ¿Qué pasó con todas las algas? ¿Y si es contagiosa?"
script|job.kelp-urchin-barren-predict.argue.done:4, player, , "{@player}   We'll never be able to create Mer's Refuge when whole ecosystems are dying.", "{@player}   Nunca podremos crear el Refugio de Mer si ecosistemas enteros se están muriendo."
script|job.kelp-urchin-barren-predict.argue.done:5, drKelp, , "{@drKelp}   Slow down, Olivia. I've got one more job for you.", "{@drKelp}   Tranquilízate, Olivia. Tengo un trabajo más para ti."
script|job.kelp-urchin-barren.start:0, drKelp, , "{@drKelp}   Wonderful, Olivia! Now that you've got a {nameof ProbeHacker}, we can make some progress at Site B.", "{@drKelp}   ¡Maravilloso, Olivia! Ahora que tienes un {nameof ProbeHacker}, podemos hacer progresos en el Sitio B."
script|job.kelp-urchin-barren.start:1, player, , "{@player}   Site B? Isn't that where Sam and I--", "{@player} ¿Sitio B? ¿No es ahí donde Sam y yo...?"
script|job.kelp-urchin-barren.start:2, drKelp, , "{@drKelp}   Crashed that old sub? Don't worry, Sweetie. {nameof @guide} will be right there with you.", "{@drKelp}   ¿Chocaron ese viejo submarino? No te preocupes, cariño. {nameof @guide} estará allí contigo."
script|job.kelp-urchin-barren.start:3, player, , "{@player}   I'm not worried. But... Mom, Site B looked pretty empty.", "{@player} No estoy preocupada. Pero... Mamá, el Sitio B parecía bastante vacío."
script|job.kelp-urchin-barren.start:4, drKelp, , "{@drKelp}   That's why I need you there, Sweetie.", "{@drKelp}   Por eso te necesito allí, cariño."
script|job.kelp-urchin-barren.start:5, , , "Something's wrong at Site B. The kelp has been disappearing.", "Algo va mal en el Sitio B. Las algas han estado desapareciendo."
script|job.kelp-urchin-barren.start:6, , , "If all of the kelp vanish, nothing will be able to survive there.", "Si desaparecen todas las algas, nada podrá sobrevivir allí."
script|job.kelp-urchin-barren.start:7, player, , "{@player}   Oh no. That's awful!", "{@player}   Ay, no. ¡Qué horror!"
script|job.kelp-urchin-barren.start:8, player, , "{@player}   But we're scientists. We can fix it, right?", "{@player} Pero somos científicos. Podemos arreglarlo, ¿verdad?"
script|job.kelp-urchin-barren.start:9, drKelp, , "{@drKelp}   I hope so, Mija. Start by counting the current populations.", "{@drKelp}   Eso espero, Mija. Empieza contando las poblaciones actuales."
script|job.kelp-urchin-barren.start:10, , , "{nameof @guide} will guide you from there.", "{nameof @guide} te guiará desde ahí."
script|job.kelp-urchin-barren.diveSite:0, player, , "{@player}It's so strange down here.", "{@player} Es tan extraño estar aquí abajo."
script|job.kelp-urchin-barren.diveSite:1, guide, , "{@guide} Yes. Something is clearly off balance in this ecosystem.", "{@guide} Sí. Algo está desequilibrado en este ecosistema."
script|job.kelp-urchin-barren.diveSite:2, guide, , "{@guide} My sensors indicate that you are experiencing stress, O.", "{@guide} Mis sensores indican que estás sufriendo estrés, Oli."
script|job.kelp-urchin-barren.diveSite:3, player, , "{@player} It's just... Sam and I sneaked out here last year to explore.", "{@player} Es que... Sam y yo nos escabullimos por aquí el año pasado para explorar."
script|job.kelp-urchin-barren.diveSite:4, player, , "{@player} It didn't end super well.", "{@player} No acabamos muy bien."
script|job.kelp-urchin-barren.diveSite:5, guide, , "{@guide} Ah. Perhaps I can ease your mind.", "{@guide} Ah. Quizás pueda tranquilizarte."
script|job.kelp-urchin-barren.diveSite:6, guide, , "{@guide} The probability of crashing at the same dive site twice is only 8.2%!", "{@guide} ¡La probabilidad de estrellarse dos veces en el mismo punto de inmersión es sólo el 8.2%!"
script|job.kelp-urchin-barren.diveSite:7, player, , "{@player} Thanks, {nameof @guide}. That's... sort of comforting, I guess.", "{@player} Gracias, {nameof @guide}. Eso es... algo consolador, supongo."
script|job.kelp-urchin-barren.helpGoOutside:0, player, , "{@player}   What now, {nameof @guide}?", "{@player}   ¿Y ahora qué, {nameof @guide}?"
script|job.kelp-urchin-barren.helpGoOutside:1, guide, , "{@guide}\tYou need to head to {h}Site B{/h}.", "{@guide} Tienes que dirigirte al {h}Sitio B{/h}."
script|job.kelp-urchin-barren.helpGoToSiteB:0, player, , "{@player} \tOkay, {nameof @guide}. What now?", "{@player} De acuerdo, {nameof @guide}. ¿Y ahora qué?"
script|job.kelp-urchin-barren.helpGoToSiteB:1, guide, , "{@guide}\t{h}Site B{/h} should be at the southwest buoy.", "{@guide}\t{h}El Sitio B{/h} debería estar en la boya suroeste."
script|job.kelp-urchin-barren.helpGoToSiteB:2, , , "Navigate to the site and dive down in your sub!", "Navega hasta el sitio y sumérgete en tu submarino."
script|job.kelp-urchin-barren.helpAtSiteB.A:0, player, , "{@player} \tOk, here we are. What now?", "{@player} \tBien, aquí estamos. ¿Y ahora qué?"
script|job.kelp-urchin-barren.helpAtSiteB.A:1, guide, , "{@guide}    According to your task list in AQOS, you'll need to count all the organisms here.", "{@guide}    Según tu lista de tareas en el AQOS, tendrás que contar todos los organismos que hay aquí."
script|job.kelp-urchin-barren.helpAtSiteB.A:3, guide, , "{@guide}    Can you find any {pluralnameof Urchin} here?", "{@guide}    ¿Puedes encontrar algunos {pluralnameof Urchin} aquí?"
script|job.kelp-urchin-barren.helpAtSiteB.A:5, guide, , "{@guide}    You haven't found all the {pluralnameof Urchin} yet.", "{@guide}    Aún no has encontrado todos los {pluralnameof Urchin}."
script|job.kelp-urchin-barren.helpAtSiteB.A:7, guide, , "{@guide}    Can you find any {pluralnameof GiantKelp} here?", "{@guide}    ¿Puedes encontrar algunas {pluralnameof GiantKelp} aquí?"
script|job.kelp-urchin-barren.helpAtSiteB.A:9, guide, , "{@guide}    You still need to count the rest of the {pluralnameof GiantKelp}.", "{@guide}    Aún tienes que contar el resto de las {pluralnameof GiantKelp}."
script|job.kelp-urchin-barren.countedCurrentPopulations:0, player, , "{@player}\tOkay, we've got the current population count.", "{@player}\tDe acuerdo, ya tenemos el recuento actual de la población."
script|job.kelp-urchin-barren.countedCurrentPopulations:1, , , "That's a LOT of urchins.", "Son MUCHISIMOS erizos."
script|job.kelp-urchin-barren.helpAtSiteB.B:0, player, , "{@player}   What should I do next?", "{@player}   ¿Qué hago ahora?"
script|job.kelp-urchin-barren.helpAtSiteB.B:1, guide, , "{@guide}    Look for the {h}Historic Population Probe{/h}.", "{@guide}    Busca la {h}Sonda de Población Histórica{/h}."
script|job.kelp-urchin-barren.gotHistoricalPopulations:0, guide, , "{@guide}\tAh, more data!! My favorite.", "{@guide}\t ¡¡¡Ah, más datos!!! Mis favoritos."
script|job.kelp-urchin-barren.gotHistoricalPopulations:1, player, , "{@player}   Hmm. Looks like the urchins have been taking over for a while.", "{@player} Hmm. Parece que los erizos llevan un tiempo ocupando el sitio."
script|job.kelp-urchin-barren.gotHistoricalPopulations:2, , , "But why?", "Pero, ¿por qué?"
script|job.kelp-urchin-barren.gotHistoricalPopulations:3, guide, , "{@guide}    I'm not sure, O.", "{@guide}    No estoy seguro, Oli."
script|job.kelp-urchin-barren.gotHistoricalPopulations:4, guide, , "{@guide}    You'll need to head back to your ship and interpret this data.", "{@guide}    Tendrás que volver a tu nave e interpretar estos datos."
script|job.kelp-urchin-barren.gotHistoricalPopulations:7, guide, , "{@guide}    But first, let's wrap up counting organism populations here.", "{@guide}    Pero antes, terminemos de contar las poblaciones de organismos aquí."
script|job.kelp-urchin-barren.helpBackToShip:0, player, , "{@player} \tWhat now, {nameof @guide}?", "{@player} \t¿Y ahora qué, {nameof @guide}?"
script|job.kelp-urchin-barren.helpBackToShip:1, guide, , "{@guide}\tYou need to return to your ship.", "{@guide}\tTienes que volver a tu nave."
script|job.kelp-urchin-barren.helpToModeling:0, player, , "{@player} \tWhat now, {nameof @guide}?", "{@player} \t¿Y ahora qué, {nameof @guide}?"
script|job.kelp-urchin-barren.helpToModeling:1, guide, , "{@guide}\tHead to your {nameof Modeling} in the {nameof Modeling}.", "{@guide}\tDirígete a tu {map-name}}Pizarra de Modelización{/map-name} en el {nameof Modeling}"
script|job.kelp-urchin-barren.atShip:0, player, , "{@player} Phew. We made it back!", "{@player} Vaya. ¡Estamos de vuelta!"
script|job.kelp-urchin-barren.atShip:1, , , "Um... not that I was worried, or anything.", "Um... no es que estuviera preocupado, ni nada de eso."
script|job.kelp-urchin-barren.atShip:2, , , "What now, {nameof @guide}?", "¿Y ahora qué, {nameof @guide}?"
script|job.kelp-urchin-barren.atShip:3, guide, , "{@guide}  You must create a food web model to help explain the vanishing kelp.", "{@guide}  Debes crear un modelo de red alimentaria que te ayude a explicar la desaparición de las algas."
script|job.kelp-urchin-barren.atShip:4, , , "Head to your {nameof Modeling} in the {nameof Modeling}!", "¡Dirígete a tu {nameof Modeling} en el {nameof Modeling}!"
script|job.kelp-urchin-barren.helpGoToModeling:0, player, , "{@player} \tCan you remind me where to go, {nameof @guide}?", "{@player} \t¿Puedes recordarme dónde ir, {nameof @guide}?"
script|job.kelp-urchin-barren.helpGoToModeling:1, guide, , "{@guide}\tCertainly, O. Head to the {nameof Modeling}.", "{@guide}\tPor supuesto, Oli. Dirígete al {nameof Modeling}."
script|job.kelp-urchin-barren.helpGoToModeling.inModelingFoyer:0, player, , "{@player} \tOkay, {nameof @guide}. What do we do from here?", "{@player}    De acuerdo, {nameof @guide}. ¿Qué hacemos a partir de aquí?"
script|job.kelp-urchin-barren.helpGoToModeling.inModelingFoyer:1, guide, , "{@guide}\tLet's look at the computer in front of you.", "{@guide}\tMiremos la computadora que tienes enfrente."
script|job.kelp-urchin-barren.helpGoToModeling.inModeling:0, player, , "{@player} \tOkay, {nameof @guide}. What do we do from here?", "{@player} De acuerdo, {nameof @guide}. ¿Qué hacemos a partir de aquí?"
script|job.kelp-urchin-barren.helpGoToModeling.inModeling:1, guide, , "{@guide}\tYou must use your {nameof Modeling} to create a Food Web Model!", "{@guide}\t ¡Debes usar tu {nameof Modeling} para crear un Modelo de la Red Alimenticia!"
script|job.kelp-urchin-barren.ModelingSetup-Wrong:0, guide, , "{@guide}    This isn't the right ecosystem, O.", "{@guide}    Éste no es el ecosistema correcto, Oli."
script|job.kelp-urchin-barren.ModelingSetup-Wrong:1, , , "Head back to the {h}Ecosystem{/h} tab and select the {nameof UrchinBarren}.", "Vuelve a la ficha {h}Ecosistema{/h} y selecciona el {nameof UrchinBarren}."
script|job.kelp-urchin-barren.ModelingSetup-WrongHelp:0, player, , "{@player}   What now, {nameof @guide}?", "{@player}   ¿Y ahora qué, {nameof @guide}?"
script|job.kelp-urchin-barren.ModelingSetup-WrongHelp:1, guide, , "{@guide}    You need to open the {nameof UrchinBarren} {h}Ecosystem{/h}.", "{@guide}    Tienes que abrir el {h}Ecosistema{/h} {nameof UrchinBarren}."
script|job.kelp-urchin-barren.ModelingSetupPhase2:0, guide, , "{@guide}  Adequate work, O!", "{@guide} ¡Trabajo adecuado, Oli!"
script|job.kelp-urchin-barren.ModelingSetupPhase2:1, , , "Time to report back to your mother and tell her what you found.", "Es hora de informar a tu madre y contarle lo que encontraste."
script|job.kelp-urchin-barren.helpReportBack:1, player, , "{@player}   What now, {nameof @guide}?", "{@player}   ¿Y ahora qué, {nameof @guide}?"
script|job.kelp-urchin-barren.helpReportBack:2, guide, , "{@guide}    Report your findings to {nameof @drKelp}.", "{@guide}    Informa tus hallazgos a tu {nameof @drKelp}."
script|job.kelp-urchin-barren.helpReportBack:4, player, , "{@player}   What should I do now?", "{@player}   ¿Qué hago ahora?"
script|job.kelp-urchin-barren.helpReportBack:5, guide, , "{@guide}    Report your findings to {nameof @drKelp} at the {m}research station{/m}.", "{@guide}    Informa tus descubrimientos a {nameof @drKelp} en la {m}estación de investigación{/m}."
script|job.kelp-urchin-barren.helpReportBack:7, player, , "{@player} \tWhat should I do now?", "{@player} \t¿Qué hago ahora?"
script|job.kelp-urchin-barren.helpReportBack:8, guide, , "{@guide}\tYou've completed the modeling, so it's time to report back to your mother.", "{@guide}\tHas completado la modelización, así que es hora de informar a tu madre."
script|job.kelp-urchin-barren.helpReportBack:9, , , "You'll need to report to the {map-name}research station{/map-name}.", "Tendrás que presentarte en la {map-name}estación de investigación{/map-name}."
script|job.kelp-urchin-barren.catchGoToSiteB:0, guide, , "{@guide}    Head to Site B to discover any new species.", "{@guide}    Dirígete al Sitio B para descubrir nuevas especies."
script|job.kelp-urchin-barren.catchGetProbeData:0, guide, , "{@guide}    Find the populations probe and scan it.", "{@guide}    Encuentra la sonda de poblaciones y escanéala."
script|job.kelp-urchin-barren.catchGetTagged:0, guide, , "{@guide}    Count all the populations at Site B.", "{@guide}    Cuenta todas las poblaciones del Sitio B."
script|job.kelp-urchin-barren.catchVisualSiteB:0, guide, , "{@guide}    Create a Visual Model of Site B.", "{@guide}    Crea un Modelo Visual del Sitio B."
script|job.kelp-urchin-barren.catchReportBack:0, guide, , "{@guide}    Talk to {nameof drKelp} at the {m}research station{/m}.", "{@guide}    Habla con {nameof drKelp} en la {m}estación de investigación{/m}."
script|job.kelp-urchin-barren.argue.hello:0, drKelp, , "{@drKelp}   Wonderful! So how did it go, Mija?", "{@drKelp}   ¡Maravilloso! ¿Cómo te fue, Mija?"
script|job.kelp-urchin-barren.argue.hello:1, , , "Did you build a model of the food web at Site B?", "¿Construiste un modelo de la red trófica del Sitio B?"
script|job.kelp-urchin-barren.argue.hello:2, , , "Yep, got it right here!", "Sí, ¡lo tengo aquí!"
script|job.kelp-urchin-barren.argue.hello:3, , , "Let me get back to you", "Te contestaré después"
script|job.kelp-urchin-barren.argue.chooseFacts:4, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.kelp-urchin-barren.argue.chooseFacts:7, , , "Let me get back to you", "Te contestaré después"
script|job.kelp-urchin-barren.argue.barrenModel:3, drKelp, , "{@drKelp}   Hmmm. This doesn't look complete.", "{@drKelp}   Emmm. Esto no parece completo."
script|job.kelp-urchin-barren.argue.barrenModel:4, , , "I think some relationships might be missing.", "Creo que faltan algunas conexiones."
script|job.kelp-urchin-barren.argue.barrenModel:5, , , "What could be causing the kelp to disappear?", "¿Cuál podría ser la causa de la desaparición de las algas?"
script|job.kelp-urchin-barren.argue.unrelated:0, drKelp, , "{@drKelp}   Hmmm... this doesn't seem relevant, Mija.", "{@drKelp}   Emmm... esto no parece relevante, Mija."
script|job.kelp-urchin-barren.argue.unrelated:1, , , "Do you have anything else to show me?", "¿Tienes algo más que enseñarme?"
script|job.kelp-urchin-barren.argue.giveUp:0, drKelp, , "{@drKelp}    Okay, Sweetie. Let me know when you're ready.", "{@drKelp}    Vale, cielo. Avísame cuando estés lista."
script|job.kelp-urchin-barren.argue.done:1, drKelp, , "{@drKelp}   Hmmm. Que extraño. We have a complete picture of the ecosystem...", "{@drKelp}   Emmm. Qué extraño. Tenemos una imagen completa del ecosistema..."
script|job.kelp-urchin-barren.argue.done:2, , , "But I still don't understand exactly what's happening here.", "Pero aún no entiendo exactamente qué está pasando aquí."
script|job.kelp-urchin-barren.argue.done:3, player, , "{@player}   But... I did the science! We've got all the data!", "{@player} Pero... ¡Hice la ciencia! ¡Tenemos todos los datos!"
script|job.kelp-urchin-barren.argue.done:4, drKelp, , "{@drKelp}   You did an amazing job, Mija. But it looks like there's still more work to do here.", "{@drKelp}   Has hecho un trabajo increíble, Mija. Pero parece que aún te queda más por hacer."
script|job.kelp-urchin-barren.argue.done:5, , , "Let me know when you're ready to take on another job.", "Avísame cuando estés preparada para aceptar otro trabajito."
script|job.kelp-urchin-barren.argue.done:6, , , "In the meantime, buen trabajo.", "Mientras tanto, buen trabajo."
script|job.kelp-urchin-barren.argue.done:7, player, , "{@player}   Thanks, Mom.", "{@player}   Gracias, mamá."
script|job.kelp-urchin-farm.start:0, drKelp, , "{@drKelp}\tThank you, Olivia. I have exciting news!", "{@drKelp}\t Gracias, Olivia. Tengo muy buenas noticias."
script|job.kelp-urchin-farm.start:1, , , "I'm exploring an idea for a new side hustle...", "Estoy explorando una nueva idea para un pequeño negocio..."
script|job.kelp-urchin-farm.start:2, , , "Urchin farming!", "¡La cría de erizos!"
script|job.kelp-urchin-farm.start:3, player, , "{@player}   Wait... You want to farm urchins? On purpose??", "{@player}   Espera... ¿Quieres criar erizos? ¿A propósito?"
script|job.kelp-urchin-farm.start:4, drKelp, , "{@drKelp}   Don't act so surprised, Mija. There's a high demand for urchins at the local market!", "{@drKelp}   No te hagas, Mija. ¡Hay mucha demanda de erizos en el mercado de abastos!"
script|job.kelp-urchin-farm.start:5, drKelp, , "{@drKelp}   We're having kelp noodles with sea urchin crema for dinner, by the way. You'll love it!", "{@drKelp}   Por cierto, vamos a cenar fideo de algas con crema de erizo de mar. ¡Te encantarán!"
script|job.kelp-urchin-farm.start:6, , , "But for now, head to your {nameof MeasurementTank}.", "Pero por ahora, dirígete a tu {nameof MeasurementTank}."
script|job.kelp-urchin-farm.start:7, , , "I need to know how quickly the urchins eat the different species of kelp, so I know the most efficient food to give them.", "Necesito saber que tan rapidos son los erizos para comerse las distintas especies de algas. Es para darles un alimento más efectivo."
script|job.kelp-urchin-farm.measurementTankSelect:0, player, , "{@player}   Where should we start, {nameof @guide}?", "{@player}   ¿Por dónde empezamos, {nameof @guide}?"
script|job.kelp-urchin-farm.measurementTankSelect:1, guide, , "{@guide}   It's time to set up your tank!", "{@guide}   ¡Es hora de preparar tu tanque!"
script|job.kelp-urchin-farm.measurementTankSelect:2, , , "Your mother needs to know which type of Kelp the urchins eat more quickly.", "Tu madre necesita saber qué tipo de alga se comen más rápidamente los erizos."
script|job.kelp-urchin-farm.measurementChooseKelp:0, guide, , "{@guide}\tSelect {nameof Urchin} and something the {nameof Urchin} eats.", "{@guide}\t Selecciona el {nameof Urchin} y algo que coma el {nameof Urchin}."
script|job.kelp-urchin-farm.catchUrchinEatBull:0, guide, , "{@guide}    Use the Measurement Tank to measure how quickly Urchins eat Bull Kelp.", "{@guide}    Utiliza el Tanque de Medidas para medir la rapidez con que los erizos comen Algas de Toro."
script|job.kelp-urchin-farm.catchUrchinEatKelp:0, guide, , "{@guide}    Use the Measurement Tank to measure how quickly Urchins eat Giant Kelp.", "{@guide}    Utiliza el Tanque de Medidas para medir la rapidez con que los erizos se comen las Algas Gigantes."
script|job.kelp-urchin-farm.catchReportBack:0, guide, , "{@guide}   Adequate work, O!", "{@guide} ¡Un trabajo adecuado, Oli!"
script|job.kelp-urchin-farm.catchReportBack:1, , , "Looks like you've got the data your mother needed.", "Parece que ya tienes los datos que tu madre necesita."
script|job.kelp-urchin-farm.catchReportBack:2, , , "Time to report back to the {m}research station{/m}!", "¡Es hora de volver a la {m}estación de investigación{/m}!"
script|job.kelp-urchin-farm.argue.intro:1, drKelp, , "{@drKelp}\tNice work using the Measurement Tank, Olivia! You're really getting the hang of this.", "{@drKelp}\t¡Buen echo usando el Tanque de Medidas, Olivia! Estás sacándole mucho provecho."
script|job.kelp-urchin-farm.argue.intro:2, , , "So, how do the eating rates compare?", "Entonces, ¿cómo se comparan los índices de alimentación?"
script|job.kelp-urchin-farm.argue.intro:5, , , ": argue.giveUp", ": argue.giveUp"
script|job.kelp-urchin-farm.argue.intro:6, drKelp, , "{@drKelp} Okay, Mija. Let me know when you're ready.", "{@drKelp} Vale, Mija. Avísame cuando estés lista."
script|job.kelp-urchin-farm.argue.chooseFacts:4, , , "Present facts from AQOS", "Presentar los datos del AQOS"
script|job.kelp-urchin-farm.argue.chooseFacts:8, , , "Let me get back to you", "Te contestaré después"
